tokenID,name,file_name,description,attributes[Type],attributes[Civilization Tier],attributes[Atmosphere],attributes[Orbital Belt],attributes[Tier],external_url
212,Churtan 12,Churtan_12.png,"Churtan 12 glides through the heavens, steady and quiet. A lifeless rock drifting silently through space. Countless asteroids accompany this planet on its voyage. Moons gracefully orbit, enhancing the planet's cosmic presence. Ghostly remnants of an advanced society scatter across the planet, silent and forgotten.",Dead,Ruins,,Asteroids,Common,https://thonbo.com/uniworlds-nft
213,Cichin,Cichin.png,"Cichin floats in the dark sky, calm and faintly shining. Planetary basketball detailed with characteristic grooves and texture. Beautiful celestial rings encircle the planet. Moons gracefully orbit, enhancing the planet's cosmic presence. Silence envelops this world, devoid of any sentient interference.",Basketball,Uninhabited,,Rings,Rare,https://thonbo.com/uniworlds-nft
214,Cigatis,Cigatis.png,"Cigatis drifts in silent patterns, softly lit by starlight. Planet rupturing under immense cosmic pressure, scattering fragments. Moons gracefully orbit, enhancing the planet's cosmic presence. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Exploding,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
215,Citara,Citara.png,"Citara orbits among the stars, a small part of the cosmic sea. A planetary disk filled with empty craters and flat plains. Adorned by stunning planetary rings of dust. Moons quietly circle this world, adding intrigue to its appearance. Nature reigns supreme, unchallenged by intelligent life.",Flat,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
216,Ciumi Giant,Ciumi_Giant.png,"Ciumi Giant drifts in silent patterns, softly lit by starlight. Alien-like protrusions dramatically decorate this planet. Drifting asteroids form a dense orbital belt around this planet. Moons quietly revolve, adding mystery to this planet. This world thrives under the watchful eyes of a spacefaring culture.",Protrusion,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
217,Clooin,Clooin.png,"Clooin orbits among the stars, a small part of the cosmic sea. A rugged, rocky planet with uneven terrain. Moons quietly circle this world, adding intrigue to its appearance. The planet's barren expanse remains untouched by technology or settlement.",Rough,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
218,Cloon,Cloon.png,"Cloon floats in the dark sky, calm and faintly shining. A rough, craggy planetary landscape dominates this world. Adorned by stunning planetary rings of dust. Moons quietly circle this world, adding intrigue to its appearance. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Rough,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
219,Cloudros,Cloudros.png,"Cloudros orbits among the stars, a small part of the cosmic sea. A lifeless stone wandering through the void. Countless asteroids accompany this planet on its voyage. Moons quietly circle this world, adding intrigue to its appearance. Ancient buildings and shattered relics tell a tragic story of decline.",Dead,Ruins,,Asteroids,Common,https://thonbo.com/uniworlds-nft
220,Coldavera 222,Coldavera_222.png,"Coldavera 222 floats in the dark sky, calm and faintly shining. Strange protrusions cover the entire surface. Encircled by majestic rings of dust and debris. Moons quietly circle this world, adding intrigue to its appearance. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Protrusion,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
221,Coldto,Coldto.png,"Coldto stands beneath distant suns, patient and unhurried. Uneven, harsh surfaces shape this planet. Cosmic dust and ice form a breathtaking ring system. Moons gracefully orbit, enhancing the planet's cosmic presence. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Rough,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
222,Coldviz Daurrinia 6,Coldviz_Daurrinia_6.png,"Coldviz Daurrinia 6 glides through the heavens, steady and quiet. Strange protrusions cover the entire surface. A multitude of moons orbit, silently accompanying this world. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Protrusion,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
223,Conitas,Conitas.png,"Conitas stands beneath distant suns, patient and unhurried. A lifeless, flat celestial surface, scarred by craters. Drifting asteroids form a dense orbital belt around this planet. Moons quietly revolve, adding mystery to this planet. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Flat,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
224,Conlejos 370,Conlejos_370.png,"Conlejos 370 stands beneath distant suns, patient and unhurried. Covered entirely with unusual, sharp formations. A multitude of moons orbit, silently accompanying this world. This lonely world bears no signs of civilization, only endless solitude.",Protrusion,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
225,Convana Giant,Convana_Giant.png,"Convana Giant floats in the dark sky, calm and faintly shining. Rocky terrain covers this rugged celestial body. Moons quietly circle this world, adding intrigue to its appearance. This lonely world bears no signs of civilization, only endless solitude.",Rough,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
226,Conza,Conza.png,"Conza drifts in silent patterns, softly lit by starlight. Planet in mid-explosion, its pieces drifting outward. Moons quietly circle this world, adding intrigue to its appearance. Ancient buildings and shattered relics tell a tragic story of decline.",Exploding,Ruins,,,Common,https://thonbo.com/uniworlds-nft
227,Coperalla 55,Coperalla_55.png,"Coperalla 55 stands beneath distant suns, patient and unhurried. Rocky terrain covers this rugged celestial body. Adorned by stunning planetary rings of dust. Moons gracefully orbit, enhancing the planet's cosmic presence. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Rough,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
228,Coperandia Plual XIV,Coperandia_Plual_XIV.png,"Coperandia Plual XIV stands beneath distant suns, patient and unhurried. Characterized by distinctive alien-like spikes and formations. Cosmic dust and ice form a breathtaking ring system. Moons gracefully orbit, enhancing the planet's cosmic presence. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Protrusion,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
229,Coperella Major,Coperella_Major.png,"Coperella Major orbits among the stars, a small part of the cosmic sea. Planet undergoing explosive breakup, spreading debris. Beautiful celestial rings encircle the planet. Moons quietly revolve, adding mystery to this planet. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Exploding,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
230,Coperella,Coperella.png,"Coperella orbits among the stars, a small part of the cosmic sea. Universe’s giant basketball, ready for a galactic game. Countless asteroids accompany this planet on its voyage. Several moons orbit this planet, silent companions on its cosmic journey. No civilization has ever thrived here, leaving the planet free from footprints of progress.",Basketball,Uninhabited,,Asteroids,Rare,https://thonbo.com/uniworlds-nft
231,Coperorkon Wimcania 107,Coperorkon_Wimcania_107.png,"Coperorkon Wimcania 107 glides through the heavens, steady and quiet. Planet undergoing explosive breakup, spreading debris. Moons gracefully orbit, enhancing the planet's cosmic presence. Evidence of early civilization dots the landscape, brimming with ancient lore.",Exploding,Primitive,,,Common,https://thonbo.com/uniworlds-nft
232,Coperornania,Coperornania.png,"Coperornania stands beneath distant suns, patient and unhurried. A planet bearing the luster and fine texture of quarried marble, exuding cosmic elegance. Beautiful celestial rings encircle the planet. Several moons orbit this planet, silent companions on its cosmic journey. Nature reigns supreme, unchallenged by intelligent life.",Marble,Uninhabited,,Rings,Rare,https://thonbo.com/uniworlds-nft
233,Coperudros Wontose's Fall,Coperudros_Wontoses_Fall.png,"Coperudros Wontose's Fall orbits among the stars, a small part of the cosmic sea. Cold, silent, and devoid of any signs of life. Moons quietly revolve, adding mystery to this planet. This world thrives under the watchful eyes of a spacefaring culture.",Dead,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
234,Coperurrinia Htos,Coperurrinia_Htos.png,"Coperurrinia Htos floats in the dark sky, calm and faintly shining. A barren, desolate planet with no living inhabitants. Beautiful celestial rings encircle the planet. A multitude of moons orbit, silently accompanying this world. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Dead,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
235,Corrland VI,Corrland_VI.png,"Corrland VI drifts in silent patterns, softly lit by starlight. A planetary disk filled with empty craters and flat plains. Countless asteroids accompany this planet on its voyage. Several moons orbit this planet, silent companions on its cosmic journey. No civilization has ever thrived here, leaving the planet free from footprints of progress.",Flat,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
236,Corropia XI,Corropia_XI.png,"Corropia XI drifts in silent patterns, softly lit by starlight. A lively, Earth-inspired planet full of greenery and water. Surrounded by expansive, glittering rings. Covered by a dense, swirling cloud layer. Several moons orbit this planet, silent companions on its cosmic journey. Traces of tribal life echo across the planet's surface, hinting at budding progress.",Earthlike,Primitive,Clouds,Rings,Common,https://thonbo.com/uniworlds-nft
237,Cryptoelos 184,Cryptoelos_184.png,"Cryptoelos 184 glides through the heavens, steady and quiet. A lifeless stone wandering through the void. Surrounded by a dense field of drifting asteroids. Moons gracefully orbit, enhancing the planet's cosmic presence. Ancient buildings and shattered relics tell a tragic story of decline.",Dead,Ruins,,Asteroids,Common,https://thonbo.com/uniworlds-nft
238,Cryptoesh 1,Cryptoesh_1.png,"Cryptoesh 1 glides through the heavens, steady and quiet. Planet in mid-explosion, its pieces drifting outward. A multitude of moons orbit, silently accompanying this world. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Exploding,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
239,Cryptogania Daminiar 159,Cryptogania_Daminiar_159.png,"Cryptogania Daminiar 159 drifts in silent patterns, softly lit by starlight. Uneven, harsh surfaces shape this planet. Surrounded by a dense field of drifting asteroids. Several moons orbit this planet, silent companions on its cosmic journey. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Rough,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
240,Cryptoland's Retreat,Cryptolands_Retreat.png,"Cryptoland's Retreat stands beneath distant suns, patient and unhurried. Planet undergoing explosive breakup, spreading debris. Moons quietly circle this world, adding intrigue to its appearance. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Exploding,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
241,Crypton,Crypton.png,"Crypton drifts in silent patterns, softly lit by starlight. Planet undergoing explosive breakup, spreading debris. Moons gracefully orbit, enhancing the planet's cosmic presence. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Exploding,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
242,Cryptovana IX,Cryptovana_IX.png,"Cryptovana IX floats in the dark sky, calm and faintly shining. An Earthlike world of remarkable natural beauty. Moons quietly circle this world, adding intrigue to its appearance. This world thrives under the watchful eyes of a spacefaring culture.",Earthlike,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
